Ia,Ib,Ic,Voltage,Torque,Speed,Condition
412.889406,-188.6702382,-224.2191678,0.344952825,126.5905171,154.461893,RF
404.3504944,-176.3468261,-228.0036683,0.359236596,109.9700868,154.4449953,RF
393.2056903,-165.5629756,-227.6427147,0.373053243,97.16735942,154.4280996,RF
380.7243356,-157.5456851,-223.1786505,0.386565335,89.64026212,154.4112059,RF
368.3302504,-153.1917269,-215.1385235,0.400044051,88.21847698,154.394314,RF
357.4334618,-152.9629997,-204.4704621,0.413752008,93.00953276,154.377424,RF
349.2641432,-156.8334361,-192.4307071,0.427828056,103.3901127,154.3605357,RF
344.7282964,-164.2935177,-180.4347788,0.442191337,118.0830531,154.3436492,RF
344.3020715,-174.4116459,-169.8904256,0.456479346,135.3104618,154.3267643,RF
347.9770036,-185.944933,-162.0320707,0.470030347,153.0045361,154.3098812,RF
355.262406,-197.4861941,-157.776212,0.481914737,169.0510256,154.2929997,RF
365.2444132,-207.6297235,-157.6146897,0.491013552,181.5366409,154.2761199,RF
376.6945109,-215.1363041,-161.5582069,0.496136117,188.9714472,154.2592419,RF
388.2146091,-219.0780746,-169.1365345,0.496163466,190.4604129,154.2423656,RF
398.4014754,-218.9463304,-179.455145,0.490200442,185.8044127,154.2254913,RF
406.011155,-214.7097597,-191.3013953,0.477717632,175.5193703,154.2086188,RF
410.1040869,-206.8164906,-203.2875962,0.458664837,160.7718718,154.1917483,RF
410.1539815,-196.1399463,-214.0140352,0.433540556,143.2393433,154.1748799,RF
406.1078496,-183.8750929,-222.2327567,0.403406593,124.9116322,154.1580134,RF
398.3903563,-171.3974534,-226.9929029,0.369842991,107.8575446,154.141149,RF
387.8522313,-160.1015651,-227.7506663,0.334845205,93.9838012,154.1242865,RF
375.6690196,-151.2378907,-224.4311288,0.300672077,84.81455751,154.107426,RF
363.2022455,-145.7672895,-217.434956,0.269658953,81.31702847,154.0905675,RF
351.8394102,-144.2500087,-207.5894014,0.244014478,83.79319906,154.0737107,RF
342.8316427,-146.7820411,-196.0496015,0.225621838,91.84975839,154.0568558,RF
337.1480207,-152.9860919,-184.1619288,0.215865066,104.449197,154.0400026,RF
335.3635366,-162.0579754,-173.3055613,0.215498633,120.0355364,154.0231511,RF
337.593677,-172.8627737,-164.7309032,0.224574112,136.7195172,154.0063013,RF
343.4830727,-184.0692934,-159.4137793,0.242431712,152.5012617,153.9894532,RF
352.2493211,-194.3069227,-157.9423985,0.267757644,165.5042158,153.9726068,RF
362.776622,-202.3264418,-160.4501802,0.298701351,174.1930506,153.9557621,RF
373.7480666,-207.1459516,-166.6021149,0.333040399,177.5502548,153.9389192,RF
383.8009443,-208.1649043,-175.63604,0.368375926,175.1911359,153.9220782,RF
391.6868011,-205.233018,-186.4537832,0.402338608,167.4042509,153.9052391,RF
396.4175025,-198.6661887,-197.7513138,0.432784373,155.1130593,153.8884018,RF
397.3802643,-189.2077394,-208.1725249,0.457960618,139.7637866,153.8715666,RF
394.40831,-177.9397478,-216.4685622,0.476627326,123.1530483,153.8547334,RF
387.7990524,-166.1550106,-221.6440418,0.48812277,107.2157043,153.8379021,RF
