Ia,Ib,Ic,Voltage,Torque,Speed,Condition
875.8016124,-276.5157186,-599.2858938,0.788774521,612.4672955,154.478286,HG
873.9938421,-219.7163647,-654.2774774,0.807230044,461.7604494,154.4609778,HG
856.1780574,-157.7210788,-698.4569787,0.812937899,299.8333068,154.4436731,HG
824.1303332,-95.10920304,-729.0211301,0.806581515,138.5918543,154.426372,HG
780.8104761,-36.36323645,-744.4472396,0.789927183,-10.53745582,154.4090743,HG
730.0319367,14.58198147,-744.6139182,0.765549344,-137.7463518,154.3917799,HG
676.0431757,54.72101678,-730.7641925,0.736469489,-235.7808613,154.3744886,HG
623.0705092,82.24681626,-705.3173254,0.705755993,-300.568994,154.3572,HG
574.8766266,96.67714894,-671.5537755,0.676136444,-331.4722245,154.3399138,HG
534.3865103,98.82621655,-633.2127269,0.649671671,-331.1390222,154.3226296,HG
503.4237369,90.6279619,-594.0516988,0.627532215,-304.9868418,154.3053473,HG
490.0355326,82.08881608,-572.1243487,0.620570562,-280.613704,154.2952419,HG
490.0355326,82.08881608,-572.1243487,0.620570562,-280.613704,154.2952419,HG
490.0355326,82.08881608,-572.1243487,0.620570562,-280.613704,154.2952419,HG
489.5381499,81.86849349,-571.4066434,0.624141973,-279.6678951,154.2948614,HG
489.1299325,81.82605358,-570.9559861,0.620679302,-279.0394977,154.2945854,HG
488.3219237,81.71720067,-570.0391244,0.61396471,-277.7551688,154.2940292,HG
487.6319892,81.34622986,-568.978219,0.60994862,-276.3261229,154.293473,HG
487.6135357,81.32914831,-568.9426841,0.609885521,-276.2793953,154.293456,HG
487.6135357,81.32914831,-568.9426841,0.609885521,-276.2793953,154.293456,HG
487.0680654,80.63746004,-567.7055255,0.609179742,-274.6715409,154.2928998,HG
486.0370834,78.68540278,-564.7224861,0.611557507,-270.793863,154.2916447,HG
485.2686769,77.40187736,-562.6705542,0.611876338,-268.029866,154.2907399,HG
484.1494008,75.85035266,-559.9997535,0.609907819,-264.2931424,154.2894919,HG
483.0987357,74.23496874,-557.3337045,0.608462969,-260.4734785,154.2882439,HG
481.6305551,71.60742934,-553.2379845,0.607477198,-254.4364991,154.2863263,HG
